id,title,year,review,rating,reviewer
11239,Shall We Dance?,1996, We all shall dance,4.0,Adrian Oli
11239,Shall We Dance?,1996, In this film  we meet Mr  Sugiyama  an accountant who decides to take dance lessons because he s charmed by the girl that teaches there  but soon he ll figure he s actually enjoying it   Shall We Dance is about finding happiness  even late in life  you deserve to enjoy your life  find your passion  and reconnect with yourself  It reminds me a lot of that quote in  La La Land where Mia says   Because you re passionate about it  and people love what other people are passionate about  You remind people of what they ve forgotten The technical aspects are great too  with great dialogue and really nice work in cinematography  Overall  I think this is a nice movie for when you re looking for comfort ,3.5,alewatchesfilms
11239,Shall We Dance?,1996, Such a wonderfully funny and endearing film You can change your life at any age Never feel that you re not allowed to be happy ,5.0,Jim Cummings
11239,Shall We Dance?,1996, After finally seeing the remake with JLo and Richard Gere  many people told me about this original version and I finally decided to check it out  The film has its appeal  and you can tell a lot of the tone and charm of the remake was derived from this one  being slightly different as you would anticipate given that the Japanese sillyness and humour is by default different from the American  The characters are entertaining to watch  and the romance is still nice  and the performers do a terrific job delivering  What I believe the remake did well was to cut a lot of time  because while it is true that a lot of that time here is going to character development  I think two hours and fifteen minutes is just too excessive for a movie like this All in all  although I think the remake is more memorable in many ways  if you liked that version  I d say it s worth seeing this version  in any case  you ll get a lot more TODAY SCHEDULEDownhillEasy VirtueThe Responsive EyeShall We ,3.0,"Rafael ""Parker!!"" Jovine"
11239,Shall We Dance?,1996, I found this really enjoyable  good natured and quite heart warming  However  two things   I do feel he was being unfair to his wife  Second point and the major one   I cannot reconcile that Blackpool in the 90s was still the centre of the Ballroom dancing world  I do understand the Tower Ballroom is world famous for this  I ve been there  but Blackpool is not quiet  For the last few years it is budget Vegas on the English coast  and at time of writing  the crime rate is 150  of the national UK average  Sorry to any followers of mine readers of this  stating that about Blackpool if you live there or are fond of it  I was born in Luton so I shouldn t really speak  about anything really As per Bloomberg Walk into a pub in Blackpool  England  and you risk having your shoes vomited upon or being whacked in the face by an inflatable pink phallus  That s because the seaside town is ground zero for the country s  stag and hen  bashes  pre wedding blowouts that swirl booze  buffoonery  and public lewdness into shrieking tornadoes of pure party destruction Full article www bloomberg com news articles 2014 06 30 the grotesque glory of blackpool s stag and hen partiesAnd my fav part from the article And should you ever decide to get hitched there  remember this side note from the photographer himself   For those with a bigger budget  dwarves can be hired out and handcuffed to the groom for a fee Minus that slight factual inaccuracy that kinda ruins the illusion  this is a really pleasant watch ,3.5,ALISTAIR LEACH
11239,Shall We Dance?,1996, A perfect example of how far the charm and heart of a film can take it in the eyes of the viewer  Shall We Dance  is the warmest of hugs  a celebration of life and self love  Living a life that is monotonous and detached and impulsively finding it rejuvenated by a jolt of lightning in the form of ballroom dance  All those simultaneously busy yet lonely train rides back from the office  the feeling that something is lacking from life  the passive acceptance of earning money for the sake of mortgage  This severe lack of fun in life finds its knight in shining armour in the form of dancing  His own reason for choosing to dance is not the sincerest at first  but he discovers a newfound passion in it soon after  Heartwarming  Life affirming  Midlife crisis has never looked this enviable ,4.5,Ayush
11239,Shall We Dance?,1996, Dear Japanese Cinema Every genre you attempt there is a certain freshness to it In this case even though the concept is not associated with your culture yet again you made me smile  Seeing Sugiyama s personal life its something i want to happen to me  its a family I wish to possess   Wonderful performances well choreographed dancing moves its a winner all the way P S   Please avoid the Hollywood remake at all costs ,5.0,Varghese
11239,Shall We Dance?,1996, Shall We Simp Middle aged family dude sees hot chick on his way home each night and discovers she s a dance instructor  so naturally  he decides to take up dance classes in hopes of scoring some poontang Begins as a basic simp story about a man exploring his release from the daily mundane  then gradually steps into the rediscovery of joy  finding something to look forward to each week and remembering how to really smile again I could have done with more of Naoto s weirdo wig wearing office high jinks  as well as Akira s not so subtle detective story  Was even expecting a tad more from the dude s wife and daughter  who completely vanish during the 2nd act  Interesting to see the stigma of dancing for men being a big thing back then  the guys hide it like they re regular visitors to a strip club or something  It s got a good message  great bookend and worth seeing at least once  ballroom dancing aka boring dancing ain t really my thing  The current LB poster once again looks like crap that I would have flicked by had someone not informed me of this Japanese classic  There s one scene where Koji and Naoto are in the bathroom together using the urinal stalls and after chatting  Naoto leaves without flushing  Did he want Koji to continue smelling his pee ,4.0,Ⓢⓒⓘ-Ⓕⓘ Ⓦⓐⓢⓐⓑⓘ🍥
11239,Shall We Dance?,1996, Middle age crisis is often shown through a negative lens either through mundane life or regrettable actions  But here is a movie that tries to put a positive spin through dancing  Shohei has worked very hard for success and has everything the society expects  a loving wife and kid  a steady job  a new house but he isn t happy  While gazing at the city from his usual route to home from work  he falls for a beautiful woman and signs up for dancing classes after learning that she runs a dance school  This sounds like a dirty old man looking for a cheap hook up but it s not  What follows is a beautiful story of someone finding the guts to get out of their comfort zone and discover the freedom and healing power that dancing holds All the characters are lovable and well written  also perfectly cast but Koji Yakusho steals the show with every little detail  the shy nature  nervousness  missteps  gradual change of body posture etc,4.5,Bhavya
11239,Shall We Dance?,1996, Probably deserves a lower score I find the genre about middle aged men existentially upset about their good jobs and caring families not being enough for them to be ethically irresponsible  but the casting and editing do a lot here to paper over my disdain  I imagine the American remake is miserable with Richard Gere s smug face But Yakusho s handsome  confused everymanness  Kusakari s sad droopy eyes  Kusamara s incredible gentle and accepting expressions  combine to create something far more tender and less egocentric than what that plot description typically entails  The editing and its dedication to a slow  often removed look at this story give just enough emotional distance from the characters to turn this into a surprisingly pleasant story about not getting what you want and instead getting what you need 7 15 ,3.0,Rembrandt Q Pumpernickel
11239,Shall We Dance?,1996, For a middle aged married man  an escape from the mundanity of his job and life arrives in the form of a peek outside the train window during his daily commute  That woman who gazes out of her dance classroom  allures him  so much so that the most exciting part of his day becomes that 1 second glance at that train station Does he desire her or the freedom or lack thereof in her eyes when he first saw her Koji Yakusho  who I had only seen in serious and heavy roles  is a revelation here  so gentle and humane  I cried a lot in the first act  just for his eyes  The moment when the detectives find him dancing alone under the rain and the moment when she looks out and he s practising the steps while waiting for the train  so piercing The first hour blazes with a poignant yet kinetic energy  If the second hour wasn t so dragged out  and knew where to go after an excellent build up  I would have loved it more Some things irk me   why the fuck are you shouting your dad s name repeatedly and calling attention to the fact that his daughter and wife are in audience  during his performance  when it s obvious that it would break his concentration and make him forfeit dancing  That scene was very hard and irritating to watch  Can t you confront him once he s home Trains in Japanese cinema,,edil
11239,Shall We Dance?,1996, Watch This List Unplugged PresentsHidden GemsEpisode 11  AJHappy Thursday  kids  AJ is on the pod this week for the first time ever   sharing his hidden gem selections that truly warm the heart  An absolute delight to experience Shall We Dance  for the first time as well as another Japanese treasure from 1996  AJ never runs out of fantastic recs you ve never heard of  amp  championing underseen films Audio here  Video here Enjoy ,4.0,Amy Hensarling
11239,Shall We Dance?,1996, We all shall dance,4.0,Adrian Oli
11239,Shall We Dance?,1996, In this film  we meet Mr  Sugiyama  an accountant who decides to take dance lessons because he s charmed by the girl that teaches there  but soon he ll figure he s actually enjoying it   Shall We Dance is about finding happiness  even late in life  you deserve to enjoy your life  find your passion  and reconnect with yourself  It reminds me a lot of that quote in  La La Land where Mia says   Because you re passionate about it  and people love what other people are passionate about  You remind people of what they ve forgotten The technical aspects are great too  with great dialogue and really nice work in cinematography  Overall  I think this is a nice movie for when you re looking for comfort ,3.5,alewatchesfilms
782,Gattaca,1997, jude law and ethan hawke are the gay roommates i never knew i needed,3.0,levi 🖤🦇
782,Gattaca,1997, They have all this futuristic technology but ID photos are low res pixelated pictures on blue screens ,4.5,Omar!
782,Gattaca,1997, sure the movie was good but right at the start someone tells ethan hawke that he has a beautiful dick and for some reason i found that so funny i m sorry that s all i could think about  gattaca  more like gayttaca ,,ayad
782,Gattaca,1997, A dude is so impressed by Ethan Hawke s dick that he alters the course of the plot,,Dylan
782,Gattaca,1997, ethan hawke telling the audience that there is no racism bc  genes is the only thing that matters  in a film with 98 8  white characters who look so similar that the police weren t able to find a suspect even with a photo is one of the most unintentionally hilarious thing i ve witnessed in 90s sci fi,3.5,Josefine
782,Gattaca,1997, jude law inching up the stairs like a worm  hot,4.5,kt
782,Gattaca,1997, if anything is ever going to bring humanity together it s the collective agreement that gattaca  1997 s cast is sexy as hell so i say scientists get on it,3.0,amaya
782,Gattaca,1997, If both Jeromes had been gay  this movie would have been FAR more interesting ,3.0,Coraline Castell
782,Gattaca,1997, i cannot believe ethan hawke and jude law didn t kiss,3.5,feo
782,Gattaca,1997, Ethan HawkeHe protecHe Gattac,4.0,Ave
782,Gattaca,1997, it s about ethics in exfoliating,4.0,fran hoepfner
782,Gattaca,1997, It is the total and convincing immersion in a future world that makes this one of the strongest science fiction films I ve ever seen That is a bold statement I know  but for me it is a fact  it just took me a while to realise it  See  the first time I saw it I was distracted by the meandering third act in which the plot drudgingly treads towards its excpected resolution And while that problem still exists I was struck this time by two things  For a film that is almost 15 years old it still looks absolutely stunning and it does what any film in this genre should do  It takes away all suspension of disbelief by presenting the world that is depicted as a factual future  one that is presented with intelligence and dilligence in detail  I believe this setting  these people  their qualms and ambitions  their scheme to reach their goals and above all  I care If you allow yourself to be transported to this future and to be swept away by it  you cannot go wrong with this film ,4.0,DirkH
782,Gattaca,1997, jude law and ethan hawke are the gay roommates i never knew i needed,3.0,levi 🖤🦇
782,Gattaca,1997, They have all this futuristic technology but ID photos are low res pixelated pictures on blue screens ,4.5,Omar!
782,Gattaca,1997, sure the movie was good but right at the start someone tells ethan hawke that he has a beautiful dick and for some reason i found that so funny i m sorry that s all i could think about  gattaca  more like gayttaca ,,ayad
782,Gattaca,1997, A dude is so impressed by Ethan Hawke s dick that he alters the course of the plot,,Dylan
782,Gattaca,1997, ethan hawke telling the audience that there is no racism bc  genes is the only thing that matters  in a film with 98 8  white characters who look so similar that the police weren t able to find a suspect even with a photo is one of the most unintentionally hilarious thing i ve witnessed in 90s sci fi,3.5,Josefine
782,Gattaca,1997, jude law inching up the stairs like a worm  hot,4.5,kt
782,Gattaca,1997, if anything is ever going to bring humanity together it s the collective agreement that gattaca  1997 s cast is sexy as hell so i say scientists get on it,3.0,amaya
782,Gattaca,1997, If both Jeromes had been gay  this movie would have been FAR more interesting ,3.0,Coraline Castell
782,Gattaca,1997, i cannot believe ethan hawke and jude law didn t kiss,3.5,feo
782,Gattaca,1997, Ethan HawkeHe protecHe Gattac,4.0,Ave
782,Gattaca,1997, it s about ethics in exfoliating,4.0,fran hoepfner
782,Gattaca,1997, It is the total and convincing immersion in a future world that makes this one of the strongest science fiction films I ve ever seen That is a bold statement I know  but for me it is a fact  it just took me a while to realise it  See  the first time I saw it I was distracted by the meandering third act in which the plot drudgingly treads towards its excpected resolution And while that problem still exists I was struck this time by two things  For a film that is almost 15 years old it still looks absolutely stunning and it does what any film in this genre should do  It takes away all suspension of disbelief by presenting the world that is depicted as a factual future  one that is presented with intelligence and dilligence in detail  I believe this setting  these people  their qualms and ambitions  their scheme to reach their goals and above all  I care If you allow yourself to be transported to this future and to be swept away by it  you cannot go wrong with this film ,4.0,DirkH
69470,Secret Fantasy,1971, Viel besser waren schl pfrige  italienische Sexkom dien selten  Laura Antonelli als bezaubernde Hausfrau  die sich den ausgefallenen Sexphantasien ihres von Komplexen zerfressenen Musiker Gatten  Giacomo Vivaldi  Lando Buzzanca  hingibt  ist einfach eine Augenweide  Und sie geizt auch nicht mit ihren Reizen  weshalb diese vergn glich befreit ausgespielte  in Teilen auch gerne ins Surrealistische abdriftende  Kom die so derma en gut unterh lt  Einfach reizende 90 Minuten  mit sympathischen Charakteren und stets einem verschmitzten Grinsen im Gesicht ,3.5,sezzz
69470,Secret Fantasy,1971, Overlong Italian sex comedy Secret Fantasy isn t particularly funny  but it s generally entertaining  and Laura Antonelli spends most of the film naked ,3.0,David Sodergren
69470,Secret Fantasy,1971,                                                                                                                                                 ,3.0,Dmitry_Karpyuk
69470,Secret Fantasy,1971, Il grottesco avanzamento della rivoluzione sessuale degli anni  70 rappresentato da Pasquale Festa Campanile con ironia e intelligenza  La maschera di Buzzanca   la stessa dei tanti italiani incapaci di adattarsi ad una societ  in rapida trasformazione  La crisi della mascolinit  e dell identit  di genere minacciano lo status quo dominante assumendo forme vouyeristiche e morbose  Il velo di Maya   ormai strappato e ci  che rivela   il nudo corpo femminile  oggetto tanto desiderato quanto minaccioso ,4.0,Andrea Ciabattini
69470,Secret Fantasy,1971, take me to the Salsomaggiore Thermae i swear to fucking godits so pretty imma die,4.0,Alexandair
69470,Secret Fantasy,1971, I think the premise is pretty funny and the fact that it s just a man obsessed with his hot wife is actually kind of sweet  Happily married couples aren t normally the subject of a sex comedy so that s a nice change of paste  Unfortunately the film tends to wear itself out after about 60 minutes  The film isn t really erotic so the last 50 minutes is fairly repetitive  I think it s still pretty enjoyable though despite being a pretty mediocre film ,3.0,Oros
69470,Secret Fantasy,1971, In this early Laura Antonelli film a frustrated cello musician Lando Buzzanca  finds pleasurable happiness in exploiting his wife Antonelli s nude body via talking nude photos of her and writing stories about her  Antonelli at first balks at her hubby s idea but soon finds her self enjoying all of the attention that soon becomes Buzzanca s eventual social downfall  Director writer Pasquale Festa Campanile HITCHHIKE 1977 THE SLAVE 1969 WHEN WOMEN HAD TAILS  fills the film with both plenty of nudity and surrealistic imagery that includes numerous fantasies that Buzzanca has of Antonelli s nude figure as well as captures a lot of decent on screen performances making this an Italian film that is truly worth watching  It was released in 1982 on U S  VHS video as SECRET FANTASY in an English dubbed version as well as both X RATED GIRL and THE NAKED CELLO ,3.0,Steven Millan
69470,Secret Fantasy,1971, Grande Buzzanca e brava l Antonelli probabilmente uno dei Buzzanca migliori ,3.0,Hary Bals
69470,Secret Fantasy,1971, ma perch  devo essere costretta a vedere queste cose per gli esami NON ME LO MERITO,0.5,lis
69470,Secret Fantasy,1971, The love song of the male blackbirdLando BUZZANCA  1935 2022  who died shortly before Christmas 2022  can once again be seen in an Italian erotic comedy  Commedia Sexy  He plays a cellist in Verona who suffers from being overlooked by everyone  A colleague from the arena orchestra  Lino TOFFOLO  always has nasty jokes with him  One day the cellist accidentally discovers that the breathtaking figure of his wallflower wife Costanza  WOW  Laura ANTONELLI  does have an effect on other men  From then on  he encourages his wife to regularly appear naked in front of other men  Of course  this is becoming more and more psychopathological Allusion is to a sexual pathological phenomenon called candaulism  which is named after a story told by Herodotus  King Kandaules ensures that his retainer Gyges sees the beautiful queen naked  By the way  that is also the story that EUROPEAN FILM AWARD winner Kristin SCOTT THOMAS tells in THE ENGLISH PATIENT around a campfire in the Sahara Above all  this film by Pasquale Festa CAMPANILE is about showing Laura ANTONELLI s breathtaking body in the Eva costume as often as possible  The woman s body is illuminated intensively  while Mr  BUZZANCA is only photographed modestly  Nowadays a film like this couldn t be made  except as a Polish Italian NETFLIX production ,3.0,Zedda Zogenau
69470,Secret Fantasy,1971, Il corpo   uno strumento che ha bisogno di tutte le sue corde  E di un po  di filosofia ,3.5,Giada Garattoni
69470,Secret Fantasy,1971, Il merlo maschio rappresent  il trampolino di lancio per la carriera di Lando Buzzanca  la storia del violoncellista vessato dalla sorte  frustrato  ansiogeno  che trova la propria rivalsa esibendo il corpo nudo della bellissima moglie agli altri    epitome dell uomo moderno  snervato da una vita che ne mette a dura prova la sopportazione nervosa  Laura Antonelli al massimo del suo splendore sensuale ancora oggi rifulge  ed   proprio con questo film che voglio ricordare l attore da poco scomparso ,3.0,sebastian_drogo
69470,Secret Fantasy,1971, Viel besser waren schl pfrige  italienische Sexkom dien selten  Laura Antonelli als bezaubernde Hausfrau  die sich den ausgefallenen Sexphantasien ihres von Komplexen zerfressenen Musiker Gatten  Giacomo Vivaldi  Lando Buzzanca  hingibt  ist einfach eine Augenweide  Und sie geizt auch nicht mit ihren Reizen  weshalb diese vergn glich befreit ausgespielte  in Teilen auch gerne ins Surrealistische abdriftende  Kom die so derma en gut unterh lt  Einfach reizende 90 Minuten  mit sympathischen Charakteren und stets einem verschmitzten Grinsen im Gesicht ,3.5,sezzz
69470,Secret Fantasy,1971, Overlong Italian sex comedy Secret Fantasy isn t particularly funny  but it s generally entertaining  and Laura Antonelli spends most of the film naked ,3.0,David Sodergren
69470,Secret Fantasy,1971,                                                                                                                                                 ,3.0,Dmitry_Karpyuk
69470,Secret Fantasy,1971, Il grottesco avanzamento della rivoluzione sessuale degli anni  70 rappresentato da Pasquale Festa Campanile con ironia e intelligenza  La maschera di Buzzanca   la stessa dei tanti italiani incapaci di adattarsi ad una societ  in rapida trasformazione  La crisi della mascolinit  e dell identit  di genere minacciano lo status quo dominante assumendo forme vouyeristiche e morbose  Il velo di Maya   ormai strappato e ci  che rivela   il nudo corpo femminile  oggetto tanto desiderato quanto minaccioso ,4.0,Andrea Ciabattini
69470,Secret Fantasy,1971, take me to the Salsomaggiore Thermae i swear to fucking godits so pretty imma die,4.0,Alexandair
69470,Secret Fantasy,1971, I think the premise is pretty funny and the fact that it s just a man obsessed with his hot wife is actually kind of sweet  Happily married couples aren t normally the subject of a sex comedy so that s a nice change of paste  Unfortunately the film tends to wear itself out after about 60 minutes  The film isn t really erotic so the last 50 minutes is fairly repetitive  I think it s still pretty enjoyable though despite being a pretty mediocre film ,3.0,Oros
69470,Secret Fantasy,1971, In this early Laura Antonelli film a frustrated cello musician Lando Buzzanca  finds pleasurable happiness in exploiting his wife Antonelli s nude body via talking nude photos of her and writing stories about her  Antonelli at first balks at her hubby s idea but soon finds her self enjoying all of the attention that soon becomes Buzzanca s eventual social downfall  Director writer Pasquale Festa Campanile HITCHHIKE 1977 THE SLAVE 1969 WHEN WOMEN HAD TAILS  fills the film with both plenty of nudity and surrealistic imagery that includes numerous fantasies that Buzzanca has of Antonelli s nude figure as well as captures a lot of decent on screen performances making this an Italian film that is truly worth watching  It was released in 1982 on U S  VHS video as SECRET FANTASY in an English dubbed version as well as both X RATED GIRL and THE NAKED CELLO ,3.0,Steven Millan
69470,Secret Fantasy,1971, Grande Buzzanca e brava l Antonelli probabilmente uno dei Buzzanca migliori ,3.0,Hary Bals
69470,Secret Fantasy,1971, ma perch  devo essere costretta a vedere queste cose per gli esami NON ME LO MERITO,0.5,lis
69470,Secret Fantasy,1971, The love song of the male blackbirdLando BUZZANCA  1935 2022  who died shortly before Christmas 2022  can once again be seen in an Italian erotic comedy  Commedia Sexy  He plays a cellist in Verona who suffers from being overlooked by everyone  A colleague from the arena orchestra  Lino TOFFOLO  always has nasty jokes with him  One day the cellist accidentally discovers that the breathtaking figure of his wallflower wife Costanza  WOW  Laura ANTONELLI  does have an effect on other men  From then on  he encourages his wife to regularly appear naked in front of other men  Of course  this is becoming more and more psychopathological Allusion is to a sexual pathological phenomenon called candaulism  which is named after a story told by Herodotus  King Kandaules ensures that his retainer Gyges sees the beautiful queen naked  By the way  that is also the story that EUROPEAN FILM AWARD winner Kristin SCOTT THOMAS tells in THE ENGLISH PATIENT around a campfire in the Sahara Above all  this film by Pasquale Festa CAMPANILE is about showing Laura ANTONELLI s breathtaking body in the Eva costume as often as possible  The woman s body is illuminated intensively  while Mr  BUZZANCA is only photographed modestly  Nowadays a film like this couldn t be made  except as a Polish Italian NETFLIX production ,3.0,Zedda Zogenau
69470,Secret Fantasy,1971, Il corpo   uno strumento che ha bisogno di tutte le sue corde  E di un po  di filosofia ,3.5,Giada Garattoni
69470,Secret Fantasy,1971, Il merlo maschio rappresent  il trampolino di lancio per la carriera di Lando Buzzanca  la storia del violoncellista vessato dalla sorte  frustrato  ansiogeno  che trova la propria rivalsa esibendo il corpo nudo della bellissima moglie agli altri    epitome dell uomo moderno  snervato da una vita che ne mette a dura prova la sopportazione nervosa  Laura Antonelli al massimo del suo splendore sensuale ancora oggi rifulge  ed   proprio con questo film che voglio ricordare l attore da poco scomparso ,3.0,sebastian_drogo
10747,The Outlaw Josey Wales,1976, Clint on horseback shooting two guns at the same time is the best Clint,4.5,Patrick Willems
10747,The Outlaw Josey Wales,1976, There ain t no forgetting  vs   The war s over Coming to terms with past trauma  vengeance vs  absolution This is definitely a weird thing to say about a movie in which a cold blooded killer strikes up a relationship with a young woman whom he saves from being raped  but I think The Outlaw Josey Wales might be the most tender revisionist western I ve seen  If the central thesis of the revisionist western is that manifest destiny wasn t all it was cracked up to be that the supposedly benevolent civilizing influence saving North America from the savagery of the western frontier was itself just as savage  if not more so The Outlaw Josey Wales takes back this undermining of traditional social values by showing that community is possible outside the rotting carcass of society  even if only as a community of misfits Josey can t catch a break  he loses his family and then loses his surrogate family  both at the hands of Union soldiers  the supposed good guys  As he s hunted down himself  he slowly forms a new rag tag group of other outlaws and renegades  They re not quite family or even friends  but they re at least acquaintances  Social relations at their most basic  their most fundamental  If the traditional mythic cowboy was supposed to create society and then leave it  Josey Wales instead leaves society in order to create it  in order to find the things that society was meant to provide  His solace for losing his loved ones isn t the vengeance he seeks  but rather a new kind of togetherness In this way  The Outlaw Josey Wales almost feels like it belongs to the disaster genre  except that the  disaster  is the almost invisible civil war  or the even more invisible manifest destiny  Like a disaster film  the narrative conflict arises from a fundamental destruction of the symbolic order  but instead of a volcano or an earthquake  it s other human beings killing everyone Josey Wales has ever loved  It takes the world and the people in it down to their most basic level  humanity outside of society  and then it shows how they come together again and establish a new way of relating to each other  Society breaks down and our protagonist creates a new kind of makeshift community from the rubble  Also  one of the greatest cinematic interchanges between a cowboy and a Native American These things you say we will have  we already have That s true  I ain t promising you nothing extra  I m just giving you life and you re giving me life  And I m saying that men can live together without butchering one another It s sad that governments are chiefed by the double tongues  There is iron in your words of death for all Comanche to see  and so there is iron in your words of life  No signed paper can hold the iron  It must come from men  The words of Ten Bears carries the same iron of life and death  It is good that warriors such as we meet in the struggle of life  or death  It shall be life Eastwood s prequel to Unforgiven  or his sequel Clint Eastwood   Westerns Ranked,4.0,ScreeningNotes
